Date,ADRO.JK,AKRA.JK,ANTM.JK,ASII.JK,BRPT.JK,BSDE.JK,BTPS.JK,CPIN.JK,CTRA.JK,ERAA.JK,EXCL.JK,ICBP.JK,INCO.JK,INDF.JK,INDY.JK,INTP.JK,ITMG.JK,JPFA.JK,JSMR.JK,KLBF.JK,LPPF.JK,PTBA.JK,PTPP.JK,SCMA.JK,SMGR.JK,TLKM.JK,UNTR.JK,UNVR.JK,WIKA.JK,WSBP.JK
2001-04-24,,,,1.6832017898559568,,,,,37.56221771240234,,,280.3739013671875,,463.5807189941406,,754.7760620117188,,31.5845890045166,,,,,,,,,156.165283203125,,,
2001-04-25,,,,1.8264535665512085,,,,,37.56221771240234,,,280.3739013671875,,463.5807189941406,,754.7760620117188,,,,,,,,,,,165.17507934570312,,,
2001-04-26,,,,1.8264535665512085,,,,,37.56221771240234,,,280.3739013671875,,463.5807189941406,,754.7760620117188,,,,,,,,,,,165.17507934570312,,,
2001-04-27,,,,1.8622680902481081,,,,,37.56221771240234,,,280.3739013671875,,463.5807189941406,,754.7760620117188,,,,,,,,,,,171.1814422607422,,,
2001-04-30,,,,2.0055184364318848,,,,,37.56221771240234,,,280.3739013671875,,463.5807189941406,,772.3290405273438,,41.30291748046875,,,,,,,,,177.1877899169922,,,
2001-05-01,,,,1.9697058200836184,,,,,35.35261917114258,,,289.7196960449219,,479.0333862304688,,947.8583984375,,,,,,,,,,,174.1842803955078,,,
2001-05-02,,,,1.9697058200836184,,,,,37.56221771240234,,,289.7196960449219,,479.0333862304688,,860.09375,,,,,,,,,,,177.1877899169922,,,
2001-05-03,,,,2.1845808029174805,,,,,37.56221771240234,,,299.0655212402344,,494.4859924316406,,860.09375,,,,,,,,,,,183.194091796875,,,
2001-05-04,,,,2.1487686634063716,,,,,39.77170944213867,,,308.41131591796875,,509.93878173828125,,860.09375,,58.31001281738281,,,,,,,,,183.194091796875,,,
2001-05-08,,,,2.1845808029174805,,,,,37.56221771240234,,,308.41131591796875,,509.93878173828125,,824.9878540039062,,51.02125549316406,,,,,,,,,180.19061279296875,,,
2001-05-09,,,,2.1129558086395264,,,,,37.56221771240234,,,308.41131591796875,,509.93878173828125,,842.5408325195312,,58.31001281738281,,,,,,,,,180.19061279296875,,,
2001-05-10,,,,2.0055184364318848,,,,,37.56221771240234,,,299.0655212402344,,494.4859924316406,,877.646728515625,,46.16209030151367,,,,,,,,,174.1842803955078,,,
2001-05-11,,,,2.041331052780152,,,,,35.35261917114258,,,289.7196960449219,,479.0333862304688,,895.1997680664062,,53.45083999633789,,,,,,,,,174.1842803955078,,,
2001-05-14,,,,2.0055184364318848,,,,,37.56221771240234,,,289.7196960449219,,479.0333862304688,,877.646728515625,,46.16209030151367,,,,,,,,,171.1814422607422,,,
